chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_017941.2,WP_004057407.1,HFX_RS03985,HFX_0822,2682,774956,777637,+,protein_coding,chromosome segregation protein SMC
NC_017941.2,WP_004057406.1,HFX_RS03990,HFX_0823,429,777667,778095,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057405.1,HFX_RS03995,HFX_0824,534,778121,778654,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057404.1,HFX_RS04000,HFX_0825,186,778703,778888,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057403.1,HFX_RS04005,HFX_0826,4059,778999,783057,+,protein_coding,DNA polymerase
NC_017941.2,WP_004057402.1,HFX_RS04010,HFX_0827,906,783280,784185,+,protein_coding,Fe-S cluster assembly ATPase SufC
NC_017941.2,WP_004057401.1,HFX_RS04015,HFX_0828,1431,784197,785627,+,protein_coding,Fe-S cluster assembly protein SufB
NC_017941.2,WP_004057400.1,HFX_RS04020,HFX_0829,1209,785631,786839,+,protein_coding,Fe-S cluster assembly protein SufD
NC_017941.2,WP_004057399.1,HFX_RS04025,HFX_0830,492,786969,787460,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057398.1,HFX_RS04030,HFX_0831,453,787465,787917,+,protein_coding,metal-dependent transcriptional regulator
NC_017941.2,NA,HFX_RS04035,HFX_0832,104,788052,788155,+,tRNA,tRNA-Gln
NC_017941.2,WP_004057396.1,HFX_RS19060,HFX_0833,216,788446,788661,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057395.1,HFX_RS04045,HFX_0834,489,788708,789196,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057394.1,HFX_RS04050,HFX_0835,1458,789189,790646,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057392.1,HFX_RS04055,HFX_0837,783,791257,792039,+,protein_coding,sodium-dependent transporter
NC_017941.2,WP_004057391.1,HFX_RS04060,HFX_0838,759,792147,792905,+,protein_coding,FkbM family methyltransferase
NC_017941.2,WP_004057390.1,HFX_RS04065,HFX_0839,978,792920,793897,-,protein_coding,DUF3179 domain-containing protein
NC_017941.2,WP_004057389.1,HFX_RS04070,HFX_0840,720,793894,794613,-,protein_coding,alanyl-tRNA editing protein
NC_017941.2,WP_004057388.1,HFX_RS04075,HFX_0841,693,794799,795491,+,protein_coding,HD domain-containing protein
NC_017941.2,WP_004057387.1,HFX_RS04080,HFX_0842,990,795565,796554,-,protein_coding,epimerase
NC_017941.2,WP_004057386.1,HFX_RS04085,HFX_0843,312,796636,796947,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057385.1,HFX_RS04090,HFX_0844,4542,797008,801549,-,protein_coding,glutamate synthase large subunit
NC_017941.2,WP_004057384.1,HFX_RS04095,HFX_0845,1467,801711,803177,-,protein_coding,proline--tRNA ligase
NC_017941.2,WP_004057383.1,HFX_RS04100,HFX_0846,492,803343,803834,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057382.1,HFX_RS04105,HFX_0847,480,803945,804424,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057381.1,HFX_RS04110,HFX_0848,1923,804673,806595,+,protein_coding,beta-CASP ribonuclease aCPSF1
NC_017941.2,WP_004057380.1,HFX_RS04115,HFX_0849,390,806691,807080,+,protein_coding,type IV pilin
NC_017941.2,WP_004057379.1,HFX_RS04120,HFX_0850,384,807164,807547,+,protein_coding,methylglyoxal synthase
NC_017941.2,WP_004057378.1,HFX_RS04125,HFX_0851,432,807620,808051,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057377.1,HFX_RS04130,HFX_0852,807,808048,808854,-,protein_coding,endonuclease III
NC_017941.2,WP_004057376.1,HFX_RS04135,HFX_0853,426,808951,809376,-,protein_coding,DUF371 domain-containing protein
NC_017941.2,WP_004057375.1,HFX_RS04140,HFX_0854,924,809676,810599,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057374.1,HFX_RS04145,HFX_0855,1002,810694,811695,+,protein_coding,signal peptide peptidase SppA
NC_017941.2,WP_004057373.1,HFX_RS04150,HFX_0856,1140,811739,812878,+,protein_coding,DUF373 domain-containing protein
NC_017941.2,WP_004057372.1,HFX_RS04155,HFX_0857,225,813002,813226,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057371.1,HFX_RS04160,HFX_0858,783,813347,814129,-,protein_coding,aldo/keto reductase
NC_017941.2,WP_014732193.1,HFX_RS04165,HFX_0859,198,814304,814501,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057369.1,HFX_RS04170,HFX_0861,864,814824,815687,-,protein_coding,2-oxoacid ferredoxin oxidoreductase subunit beta
NC_017941.2,WP_004057368.1,HFX_RS04175,HFX_0862,1761,815684,817444,-,protein_coding,2-oxoacid:acceptor oxidoreductase subunit alpha
NC_017941.2,WP_004057367.1,HFX_RS04180,HFX_0863,645,817729,818373,+,protein_coding,oxidoreductase
NC_017941.2,WP_004057366.1,HFX_RS04185,HFX_0864,807,818410,819216,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057365.1,HFX_RS04190,HFX_0865,837,819213,820049,-,protein_coding,ABC transporter ATP-binding protein
NC_017941.2,WP_004057364.1,HFX_RS04195,HFX_0866,1926,820042,821967,-,protein_coding,copper-binding protein
NC_017941.2,WP_004057363.1,HFX_RS04200,HFX_0867,1701,822171,823871,+,protein_coding,methylmalonyl-CoA mutase
NC_017941.2,WP_004057362.1,HFX_RS04205,HFX_0868,765,823962,824726,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057361.1,HFX_RS04210,HFX_0869,3144,824824,827967,-,protein_coding,type 2 lantipeptide synthetase LanM
NC_017941.2,WP_004057360.1,HFX_RS04215,HFX_0870,1989,828809,830797,+,protein_coding,acetate--CoA ligase
NC_017941.2,WP_004057359.1,HFX_RS04220,HFX_0871,246,830810,831055,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057357.1,HFX_RS04225,HFX_0872,576,831460,832035,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057355.1,HFX_RS04230,HFX_0873,237,832506,832742,+,protein_coding,branched-chain amino acid ABC transporter substrate-binding protein
NC_017941.2,WP_004057353.1,HFX_RS04235,HFX_0874,405,832708,833112,-,protein_coding,universal stress protein
NC_017941.2,WP_004057351.1,HFX_RS04240,HFX_0876,279,833178,833456,-,protein_coding,hypothetical protein
NC_017941.2,WP_014732198.1,HFX_RS04245,HFX_0877,1761,833794,835554,-,protein_coding,cytochrome-c oxidase
NC_017941.2,WP_004057348.1,HFX_RS04250,HFX_0878,360,835653,836012,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057347.1,HFX_RS04255,HFX_0879,366,836093,836458,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057346.1,HFX_RS04260,HFX_0880,204,836504,836707,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057345.1,HFX_RS04265,HFX_0881,1110,836921,838030,+,protein_coding,GTP-binding protein
NC_017941.2,WP_004057344.1,HFX_RS04270,HFX_0882,474,838027,838500,+,protein_coding,TIGR04206 family protein
NC_017941.2,WP_004057343.1,HFX_RS04275,HFX_0883,1443,838658,840100,-,protein_coding,MATE family efflux transporter
NC_017941.2,WP_004057341.1,HFX_RS04280,HFX_0884,780,840237,841016,+,protein_coding,glyoxalase
NC_017941.2,WP_004057339.1,HFX_RS04285,HFX_0885,2556,841240,843795,+,protein_coding,PGF-CTERM sorting domain-containing protein
NC_017941.2,WP_004057336.1,HFX_RS04290,HFX_0886,933,844045,844977,+,protein_coding,archaeosortase A
NC_017941.2,WP_004057334.1,HFX_RS04295,HFX_0887,807,845016,845822,-,protein_coding,diphthine synthase
NC_017941.2,WP_004057332.1,HFX_RS04300,HFX_0888,201,845973,846173,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057328.1,HFX_RS04305,HFX_0889,195,846237,846431,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057326.1,HFX_RS04310,HFX_0890,399,846729,847127,+,protein_coding,alkylhydroperoxidase
NC_017941.2,WP_004057324.1,HFX_RS04315,HFX_0891,1617,847498,849114,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057320.1,HFX_RS04325,HFX_0894,1038,851718,852755,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057313.1,HFX_RS04340,HFX_0895,318,854207,854524,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057308.1,HFX_RS04350,HFX_0896,1536,855410,856945,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057306.1,HFX_RS04355,HFX_0897,951,857082,858032,+,protein_coding,DUF4268 domain-containing protein
NC_017941.2,WP_004057305.1,HFX_RS04360,HFX_0899,1308,858912,860219,+,protein_coding,phage integrase
NC_017941.2,WP_004057303.1,HFX_RS04365,HFX_0900,162,860177,860338,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057301.1,HFX_RS04370,HFX_0901,270,860335,860604,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057299.1,HFX_RS04375,HFX_0903,333,860601,860933,-,protein_coding,hypothetical protein
NC_017941.2,WP_014732204.1,HFX_RS04380,HFX_0904,207,860926,861132,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057296.1,HFX_RS04385,HFX_0905,267,861352,861618,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057291.1,HFX_RS04400,HFX_0907,990,863681,864670,-,protein_coding,cell division control protein Cdc6
NC_017941.2,WP_004057286.1,HFX_RS04410,HFX_0908,240,865511,865750,-,protein_coding,hypothetical protein
NC_017941.2,WP_004057284.1,HFX_RS04415,HFX_0909,396,866057,866452,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057283.1,HFX_RS04420,HFX_0910,1491,866439,867929,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057282.1,HFX_RS04425,HFX_0911,459,867934,868392,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057281.1,HFX_RS04430,HFX_0912,357,868462,868818,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057280.1,HFX_RS04435,HFX_0913,465,868812,869276,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057279.1,HFX_RS04440,HFX_0914,276,869273,869548,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057278.1,HFX_RS04445,HFX_0915,423,869603,870025,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057277.1,HFX_RS04450,HFX_0916,1776,870038,871813,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057276.1,HFX_RS04455,HFX_0917,774,871806,872579,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057275.1,HFX_RS04460,HFX_0919,1413,872690,874102,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057274.1,HFX_RS04465,HFX_0920,2766,874216,876981,+,protein_coding,hypothetical protein
NC_017941.2,WP_004057266.1,HFX_RS04475,HFX_0921,1920,877289,879208,+,protein_coding,replicative DNA helicase / cell division control protein 21 /MCM
NC_017941.2,WP_004057254.1,HFX_RS04485,HFX_0923,651,880277,880927,-,protein_coding,resolvase
NC_017941.2,WP_004057252.1,HFX_RS04490,HFX_0924,501,881210,881710,-,protein_coding,hypothetical protein
NC_017941.2,WP_014732208.1,HFX_RS04495,HFX_0925,2127,882123,884249,-,protein_coding,hypothetical protein
NC_017941.2,WP_014732209.1,HFX_RS04505,HFX_0927,561,884824,885384,-,protein_coding,hypothetical protein
NC_017941.2,WP_004572743.1,HFX_RS04510,HFX_0928,468,885381,885848,-,protein_coding,hypothetical protein
NC_017941.2,NA,HFX_RS04515,HFX_0929,73,885920,885992,-,tRNA,tRNA-Thr
NC_017941.2,WP_004572742.1,HFX_RS04520,HFX_0930,984,886086,887069,-,protein_coding,class I SAM-dependent methyltransferase family protein
NC_017941.2,WP_004572741.1,HFX_RS04525,HFX_0931,663,887325,887987,+,protein_coding,helix-turn-helix domain-containing protein
NC_017941.2,WP_004572740.1,HFX_RS04530,HFX_0932,471,888047,888517,-,protein_coding,hypothetical protein
NC_017941.2,WP_004572739.1,HFX_RS04535,HFX_0933,444,888731,889174,-,protein_coding,universal stress protein
NC_017941.2,WP_004572738.1,HFX_RS04540,HFX_0934,717,889252,889968,+,protein_coding,TVP38/TMEM64 family protein
NC_017941.2,WP_004572737.1,HFX_RS04545,HFX_0935,2766,889943,892708,-,protein_coding,hypothetical protein
NC_017941.2,WP_004572736.1,HFX_RS04550,HFX_0936,444,892806,893249,-,protein_coding,hypothetical protein
NC_017941.2,WP_004572735.1,HFX_RS04555,HFX_0937,477,893316,893792,-,protein_coding,universal stress protein
NC_017941.2,WP_004572734.1,HFX_RS04560,HFX_0938,324,893823,894146,-,protein_coding,hypothetical protein
NC_017941.2,WP_004572733.1,HFX_RS04565,HFX_0939,2427,894228,896654,-,protein_coding,copper-translocating P-type ATPase
NC_017941.2,WP_004572732.1,HFX_RS04570,HFX_0940,795,896657,897451,-,protein_coding,sulfite exporter TauE/SafE family protein
NC_017941.2,WP_004572731.1,HFX_RS04575,HFX_0941,225,897453,897677,-,protein_coding,hypothetical protein
NC_017941.2,WP_004572730.1,HFX_RS04580,HFX_0942,228,897846,898073,+,protein_coding,hypothetical protein
NC_017941.2,WP_004572729.1,HFX_RS04585,HFX_0943,549,898075,898623,+,protein_coding,cytochrome c oxidase subunit II
NC_017941.2,WP_004572728.1,HFX_RS04590,HFX_0944,1770,898623,900392,+,protein_coding,cytochrome c oxidase subunit I
NC_017941.2,WP_004572727.1,HFX_RS04595,HFX_0945,195,900389,900583,+,protein_coding,hypothetical protein
NC_017941.2,WP_004572725.1,HFX_RS04605,HFX_0946,432,901135,901566,+,protein_coding,universal stress protein
NC_017941.2,WP_004572723.1,HFX_RS04615,HFX_0947,660,901821,902480,+,protein_coding,2-dehydro-3-deoxy-phosphogluconate aldolase
NC_017941.2,WP_004572722.1,HFX_RS04620,HFX_0948,696,902505,903200,-,protein_coding,carbonic anhydrase
NC_017941.2,WP_004572721.1,HFX_RS04625,HFX_0949,1941,903344,905284,-,protein_coding,membrane protein
NC_017941.2,WP_014732212.1,HFX_RS04630,HFX_0950,465,905281,905745,-,protein_coding,membrane protein
NC_017941.2,WP_049917420.1,HFX_RS04635,HFX_0951,756,905846,906601,-,protein_coding,hypothetical protein
NC_017941.2,WP_004572718.1,HFX_RS04640,HFX_0952,999,906592,907590,-,protein_coding,serine/threonine protein phosphatase
NC_017941.2,WP_004572716.1,HFX_RS04645,HFX_0953,465,907808,908272,-,protein_coding,hypothetical protein
NC_017941.2,WP_004572715.1,HFX_RS04650,HFX_0954,2133,908419,910551,+,protein_coding,S9 family peptidase
NC_017941.2,WP_004572714.1,HFX_RS04655,HFX_0955,687,910576,911262,-,protein_coding,DUF2071 domain-containing protein
NC_017941.2,WP_004572713.1,HFX_RS04660,HFX_0956,855,911385,912239,+,protein_coding,oxidoreductase
NC_017941.2,WP_004572712.1,HFX_RS04665,HFX_0957,504,912242,912745,+,protein_coding,Appr-1-p processing protein
NC_017941.2,WP_004572711.1,HFX_RS04670,HFX_0958,1347,912812,914158,+,protein_coding,NADH-dependent flavin oxidoreductase
NC_017941.2,WP_004572710.1,HFX_RS04675,HFX_0959,375,914186,914560,+,protein_coding,IclR family transcriptional regulator
NC_017941.2,WP_004572709.1,HFX_RS04680,HFX_0960,291,914562,914852,+,protein_coding,hypothetical protein
NC_017941.2,WP_004572708.1,HFX_RS04685,HFX_0961,426,915086,915511,+,protein_coding,thioredoxin
NC_017941.2,WP_004572707.1,HFX_RS04690,HFX_0962,1479,915730,917208,+,protein_coding,AMP phosphorylase
NC_017941.2,WP_004572706.1,HFX_RS04695,HFX_0963,954,917282,918235,+,protein_coding,"ribose 1,5-bisphosphate isomerase"
NC_017941.2,WP_004572705.1,HFX_RS04700,HFX_0965,663,918350,919012,-,protein_coding,transcriptional regulator
NC_017941.2,WP_004572704.1,HFX_RS04705,HFX_0966,1665,919111,920775,+,protein_coding,NADH-quinone oxidoreductase subunit NuoD
NC_017941.2,WP_004572703.1,HFX_RS04710,HFX_0967,1290,920806,922095,-,protein_coding,type III ribulose-bisphosphate carboxylase
NC_017941.2,WP_004572702.1,HFX_RS04715,HFX_0968,921,922195,923115,-,protein_coding,sodium:calcium antiporter
NC_017941.2,WP_004572701.1,HFX_RS04720,HFX_0969,1920,923182,925101,-,protein_coding,DEAD/DEAH box helicase
NC_017941.2,WP_014732215.1,HFX_RS04725,HFX_0970,1356,925253,926608,+,protein_coding,hypothetical protein
NC_017941.2,WP_004572699.1,HFX_RS04730,HFX_0971,1155,926627,927781,-,protein_coding,pyridoxal phosphate-dependent aminotransferase
NC_017941.2,WP_004572698.1,HFX_RS04735,HFX_0972,405,927778,928182,-,protein_coding,"6,7-dimethyl-8-ribityllumazine synthase"
NC_017941.2,WP_004572697.1,HFX_RS04740,HFX_0973,1749,928293,930041,+,protein_coding,TIGR03663 family protein
NC_017941.2,WP_004572696.1,HFX_RS04745,HFX_0974,1149,930168,931316,+,protein_coding,5-(carboxyamino)imidazole ribonucleotide synthase
NC_017941.2,WP_004572695.1,HFX_RS04750,HFX_0975,615,931430,932044,+,protein_coding,5-(carboxyamino)imidazole ribonucleotide mutase
NC_017941.2,WP_004572694.1,HFX_RS04755,HFX_0976,414,932237,932650,+,protein_coding,NADH dehydrogenase
NC_017941.2,WP_004572693.1,HFX_RS04760,HFX_0977,702,932647,933348,+,protein_coding,NADH-quinone oxidoreductase subunit NuoB
NC_017941.2,WP_004572692.1,HFX_RS04765,HFX_0978,1674,933345,935018,+,protein_coding,NADH-quinone oxidoreductase subunit NuoD
NC_017941.2,WP_004572691.1,HFX_RS04770,HFX_0979,1050,935018,936067,+,protein_coding,NADH dehydrogenase
NC_017941.2,WP_004572690.1,HFX_RS04775,HFX_0980,462,936064,936525,+,protein_coding,4Fe-4S dicluster domain-containing protein
NC_017941.2,WP_004572689.1,HFX_RS04780,HFX_0981,261,936631,936891,+,protein_coding,NADH dehydrogenase subunit J
NC_017941.2,WP_004572688.1,HFX_RS04785,HFX_0982,369,936888,937256,+,protein_coding,hypothetical protein
NC_017941.2,WP_004572687.1,HFX_RS04790,HFX_0983,303,937256,937558,+,protein_coding,NADH-quinone oxidoreductase subunit NuoK
NC_017941.2,WP_004572686.1,HFX_RS04795,HFX_0984,2037,937563,939599,+,protein_coding,NADH-quinone oxidoreductase subunit L
NC_017941.2,WP_004572685.1,HFX_RS04800,HFX_0985,1530,939596,941125,+,protein_coding,oxidoreductase
NC_017941.2,WP_004572684.1,HFX_RS04805,HFX_0986,1521,941125,942645,+,protein_coding,oxidoreductase
NC_017941.2,WP_004572683.1,HFX_RS04810,HFX_0987,384,942689,943072,-,protein_coding,hypothetical protein
NC_017941.2,WP_004572682.1,HFX_RS04815,HFX_0988,1458,943162,944619,+,protein_coding,DHH family phosphoesterase
NC_017941.2,WP_004572681.1,HFX_RS04820,HFX_0989,783,944663,945445,+,protein_coding,CBS domain-containing protein
NC_017941.2,WP_004572680.1,HFX_RS04825,HFX_0991,231,945638,945868,-,protein_coding,hypothetical protein
NC_017941.2,WP_004572679.1,HFX_RS04830,HFX_0992,1326,946169,947494,+,protein_coding,tetracycline resistance MFS efflux pump
NC_017941.2,WP_004572678.1,HFX_RS04835,HFX_0993,1041,947527,948567,-,protein_coding,hypothetical protein
NC_017941.2,WP_004572677.1,HFX_RS04840,HFX_0994,1332,948739,950070,-,protein_coding,peptidase S8
NC_017941.2,WP_004572676.1,HFX_RS04845,HFX_0995,1098,950202,951299,+,protein_coding,HlyC/CorC family transporter
NC_017941.2,WP_004572675.1,HFX_RS04850,HFX_0996,1107,951388,952494,+,protein_coding,aminopeptidase P family protein
NC_017941.2,WP_004572674.1,HFX_RS04855,HFX_0997,1095,952549,953643,-,protein_coding,hypothetical protein
NC_017941.2,WP_004572673.1,HFX_RS04860,HFX_0998,2094,953670,955763,-,protein_coding,acetyl-CoA synthetase
NC_017941.2,WP_004572672.1,HFX_RS04865,HFX_0999,798,956314,957111,+,protein_coding,ZIP family metal transporter
NC_017941.2,WP_004572671.1,HFX_RS04870,HFX_1000,285,957190,957474,-,protein_coding,hypothetical protein
NC_017941.2,WP_004572670.1,HFX_RS04875,HFX_1001,756,957570,958325,-,protein_coding,ABC transporter permease
NC_017941.2,WP_004572669.1,HFX_RS04880,HFX_1002,942,958322,959263,-,protein_coding,ABC transporter ATP-binding protein
NC_017941.2,WP_004572668.1,HFX_RS04885,HFX_1003,1413,959408,960820,+,protein_coding,quinoprotein glucose dehydrogenase
NC_017941.2,WP_004572667.1,HFX_RS04890,HFX_1004,999,960841,961839,-,protein_coding,gfo/Idh/MocA family oxidoreductase
NC_017941.2,WP_004572666.1,HFX_RS04895,HFX_1005,213,961904,962116,+,protein_coding,hypothetical protein
NC_017941.2,WP_004572665.1,HFX_RS04900,HFX_1006,1023,962169,963191,+,protein_coding,aldo/keto reductase
NC_017941.2,WP_004572664.1,HFX_RS04905,HFX_1007,405,963220,963624,-,protein_coding,hypothetical protein
NC_017941.2,WP_004572663.1,HFX_RS04910,HFX_1008,237,963654,963890,-,protein_coding,SelT/SelW/SelH family protein
NC_017941.2,WP_049917424.1,HFX_RS04915,HFX_1009,657,963977,964633,-,protein_coding,hypothetical protein
NC_017941.2,WP_014732222.1,HFX_RS04920,HFX_1010,1410,964668,966077,-,protein_coding,protoheme IX farnesyltransferase
NC_017941.2,WP_004572659.1,HFX_RS04925,HFX_1011,810,966240,967049,+,protein_coding,cytochrome c oxidase subunit II
NC_017941.2,WP_004572658.1,HFX_RS04930,HFX_1013,429,967143,967571,-,protein_coding,FAD synthase
